,County,Avg. temperature,Region,Regional Illnesses,Week of
4248,"West Carroll, LA",75.0,06,20,10/21/2023
4249,"West Feliciana, LA",77.6,06,20,10/21/2023
4250,"Winn, LA",76.6,06,20,10/21/2023
4251,"Androscoggin, ME",58.4,01,4,10/21/2023
4252,"Aroostook, ME",54.7,01,4,10/21/2023
4253,"Cumberland, ME",59.1,01,4,10/21/2023
4254,"Franklin, ME",53.2,01,4,10/21/2023
4255,"Hancock, ME",58.6,01,4,10/21/2023
4256,"Kennebec, ME",58.3,01,4,10/21/2023
4257,"Knox, ME",59.1,01,4,10/21/2023
4258,"Lincoln, ME",59.1,01,4,10/21/2023
4259,"Oxford, ME",55.3,01,4,10/21/2023
4260,"Penobscot, ME",57.3,01,4,10/21/2023
4261,"Piscataquis, ME",54.5,01,4,10/21/2023
4262,"Sagadahoc, ME",59.3,01,4,10/21/2023
4263,"Somerset, ME",54.2,01,4,10/21/2023
4264,"Waldo, ME",58.4,01,4,10/21/2023
4265,"Washington, ME",58.4,01,4,10/21/2023
4266,"York, ME",59.7,01,4,10/21/2023
4267,"Allegany, MD",57.3,03,6,10/21/2023
4268,"Anne Arundel, MD",62.3,03,6,10/21/2023
4269,"Baltimore, MD",60.8,03,6,10/21/2023
4270,"Baltimore City, MD",61.6,03,6,10/21/2023
4271,"Calvert, MD",63.3,03,6,10/21/2023
4272,"Caroline, MD",64.6,03,6,10/21/2023
4273,"Carroll, MD",59.4,03,6,10/21/2023
4274,"Cecil, MD",62.5,03,6,10/21/2023
4275,"Charles, MD",62.7,03,6,10/21/2023
4276,"Dorchester, MD",64.9,03,6,10/21/2023
4277,"Frederick, MD",59.4,03,6,10/21/2023
4278,"Garrett, MD",53.0,03,6,10/21/2023
4279,"Harford, MD",61.5,03,6,10/21/2023
4280,"Howard, MD",60.6,03,6,10/21/2023
4281,"Kent, MD",63.1,03,6,10/21/2023
4282,"Montgomery, MD",60.6,03,6,10/21/2023
4283,"Prince George's, MD",62.2,03,6,10/21/2023
4284,"Queen Anne's, MD",63.6,03,6,10/21/2023
4285,"Somerset, MD",66.1,03,6,10/21/2023
4286,"St. Mary's, MD",63.8,03,6,10/21/2023
4287,"Talbot, MD",64.1,03,6,10/21/2023
4288,"Washington, MD",59.0,03,6,10/21/2023
4289,"Wicomico, MD",66.0,03,6,10/21/2023
4290,"Worcester, MD",66.6,03,6,10/21/2023
4291,"Barnstable, MA",61.7,01,4,10/21/2023
4292,"Berkshire, MA",56.2,01,4,10/21/2023
4293,"Bristol, MA",61.7,01,4,10/21/2023
4294,"Dukes, MA",62.0,01,4,10/21/2023
4295,"Essex, MA",61.5,01,4,10/21/2023
4296,"Franklin, MA",57.7,01,4,10/21/2023
4297,"Hampden, MA",59.1,01,4,10/21/2023
4298,"Hampshire, MA",58.6,01,4,10/21/2023
4299,"Middlesex, MA",61.0,01,4,10/21/2023
4300,"Nantucket, MA",61.7,01,4,10/21/2023
4301,"Norfolk, MA",61.3,01,4,10/21/2023
4302,"Plymouth, MA",61.6,01,4,10/21/2023
4303,"Suffolk, MA",61.8,01,4,10/21/2023
4304,"Worcester, MA",58.9,01,4,10/21/2023
4305,"Alcona, MI",53.4,05,7,10/21/2023
4306,"Alger, MI",51.1,05,7,10/21/2023
4307,"Allegan, MI",56.5,05,7,10/21/2023
4308,"Alpena, MI",53.3,05,7,10/21/2023
4309,"Antrim, MI",53.2,05,7,10/21/2023
4310,"Arenac, MI",54.8,05,7,10/21/2023
4311,"Baraga, MI",50.6,05,7,10/21/2023
4312,"Barry, MI",55.5,05,7,10/21/2023
4313,"Bay, MI",55.3,05,7,10/21/2023
4314,"Benzie, MI",54.1,05,7,10/21/2023
4315,"Berrien, MI",56.9,05,7,10/21/2023
4316,"Branch, MI",55.1,05,7,10/21/2023
4317,"Calhoun, MI",55.1,05,7,10/21/2023
4318,"Cass, MI",56.2,05,7,10/21/2023
4319,"Charlevoix, MI",53.4,05,7,10/21/2023
4320,"Cheboygan, MI",53.5,05,7,10/21/2023
4321,"Chippewa, MI",52.5,05,7,10/21/2023
4322,"Clare, MI",53.9,05,7,10/21/2023
4323,"Clinton, MI",55.4,05,7,10/21/2023
4324,"Crawford, MI",52.6,05,7,10/21/2023
4325,"Delta, MI",52.3,05,7,10/21/2023
4326,"Dickinson, MI",52.4,05,7,10/21/2023
4327,"Eaton, MI",55.1,05,7,10/21/2023
4328,"Emmet, MI",53.4,05,7,10/21/2023
4329,"Genesee, MI",54.5,05,7,10/21/2023
4330,"Gladwin, MI",54.9,05,7,10/21/2023
4331,"Gogebic, MI",51.7,05,7,10/21/2023
4332,"Grand Traverse, MI",53.6,05,7,10/21/2023
4333,"Gratiot, MI",55.5,05,7,10/21/2023
4334,"Hillsdale, MI",54.6,05,7,10/21/2023
4335,"Houghton, MI",51.4,05,7,10/21/2023
4336,"Huron, MI",54.5,05,7,10/21/2023
4337,"Ingham, MI",54.7,05,7,10/21/2023
4338,"Ionia, MI",55.6,05,7,10/21/2023
4339,"Iosco, MI",54.2,05,7,10/21/2023
4340,"Iron, MI",51.2,05,7,10/21/2023
4341,"Isabella, MI",55.0,05,7,10/21/2023
4342,"Jackson, MI",54.7,05,7,10/21/2023
4343,"Kalamazoo, MI",55.7,05,7,10/21/2023
4344,"Kalkaska, MI",52.8,05,7,10/21/2023
4345,"Kent, MI",55.9,05,7,10/21/2023
4346,"Keweenaw, MI",50.4,05,7,10/21/2023
4347,"Lake, MI",54.5,05,7,10/21/2023
4348,"Lapeer, MI",54.2,05,7,10/21/2023
4349,"Leelanau, MI",53.9,05,7,10/21/2023
4350,"Lenawee, MI",55.7,05,7,10/21/2023
4351,"Livingston, MI",54.3,05,7,10/21/2023
4352,"Luce, MI",51.6,05,7,10/21/2023
4353,"Mackinac, MI",52.5,05,7,10/21/2023
4354,"Macomb, MI",55.5,05,7,10/21/2023
4355,"Manistee, MI",54.7,05,7,10/21/2023
4356,"Marquette, MI",50.7,05,7,10/21/2023
4357,"Mason, MI",55.6,05,7,10/21/2023
4358,"Mecosta, MI",54.6,05,7,10/21/2023
4359,"Menominee, MI",54.3,05,7,10/21/2023
4360,"Midland, MI",55.5,05,7,10/21/2023
4361,"Missaukee, MI",52.9,05,7,10/21/2023
4362,"Monroe, MI",56.6,05,7,10/21/2023
4363,"Montcalm, MI",55.2,05,7,10/21/2023
4364,"Montmorency, MI",53.2,05,7,10/21/2023
4365,"Muskegon, MI",56.4,05,7,10/21/2023
4366,"Newaygo, MI",55.4,05,7,10/21/2023
4367,"Oakland, MI",54.2,05,7,10/21/2023
4368,"Oceana, MI",55.9,05,7,10/21/2023
4369,"Ogemaw, MI",53.7,05,7,10/21/2023
4370,"Ontonagon, MI",52.1,05,7,10/21/2023
4371,"Osceola, MI",53.4,05,7,10/21/2023
4372,"Oscoda, MI",52.9,05,7,10/21/2023
4373,"Otsego, MI",52.3,05,7,10/21/2023
4374,"Ottawa, MI",56.6,05,7,10/21/2023
4375,"Presque Isle, MI",53.3,05,7,10/21/2023
4376,"Roscommon, MI",53.2,05,7,10/21/2023
4377,"Saginaw, MI",55.4,05,7,10/21/2023
4378,"Sanilac, MI",54.6,05,7,10/21/2023
4379,"Schoolcraft, MI",51.6,05,7,10/21/2023
4380,"Shiawassee, MI",54.9,05,7,10/21/2023
4381,"St. Clair, MI",55.1,05,7,10/21/2023
4382,"St. Joseph, MI",55.9,05,7,10/21/2023
4383,"Tuscola, MI",54.7,05,7,10/21/2023
4384,"Van Buren, MI",56.5,05,7,10/21/2023
4385,"Washtenaw, MI",55.0,05,7,10/21/2023
4386,"Wayne, MI",56.0,05,7,10/21/2023
4387,"Wexford, MI",53.1,05,7,10/21/2023
4388,"Aitkin, MN",57.9,05,7,10/21/2023
4389,"Anoka, MN",60.0,05,7,10/21/2023
4390,"Becker, MN",60.1,05,7,10/21/2023
4391,"Beltrami, MN",61.0,05,7,10/21/2023
4392,"Benton, MN",60.0,05,7,10/21/2023
4393,"Big Stone, MN",61.3,05,7,10/21/2023
4394,"Blue Earth, MN",61.6,05,7,10/21/2023
4395,"Brown, MN",62.7,05,7,10/21/2023
4396,"Carlton, MN",56.3,05,7,10/21/2023
4397,"Carver, MN",60.5,05,7,10/21/2023
4398,"Cass, MN",59.3,05,7,10/21/2023
4399,"Chippewa, MN",62.3,05,7,10/21/2023
4400,"Chisago, MN",59.7,05,7,10/21/2023
4401,"Clay, MN",62.1,05,7,10/21/2023
4402,"Clearwater, MN",60.4,05,7,10/21/2023
4403,"Cook, MN",50.6,05,7,10/21/2023
4404,"Cottonwood, MN",62.7,05,7,10/21/2023
4405,"Crow Wing, MN",59.3,05,7,10/21/2023
4406,"Dakota, MN",59.8,05,7,10/21/2023
4407,"Dodge, MN",59.1,05,7,10/21/2023
4408,"Douglas, MN",60.0,05,7,10/21/2023
4409,"Faribault, MN",61.5,05,7,10/21/2023
4410,"Fillmore, MN",58.8,05,7,10/21/2023
4411,"Freeborn, MN",60.2,05,7,10/21/2023
4412,"Goodhue, MN",59.5,05,7,10/21/2023
4413,"Grant, MN",60.8,05,7,10/21/2023
4414,"Hennepin, MN",60.1,05,7,10/21/2023
4415,"Houston, MN",58.9,05,7,10/21/2023
4416,"Hubbard, MN",59.7,05,7,10/21/2023
4417,"Isanti, MN",59.9,05,7,10/21/2023
4418,"Itasca, MN",58.0,05,7,10/21/2023
4419,"Jackson, MN",62.6,05,7,10/21/2023
4420,"Kanabec, MN",59.1,05,7,10/21/2023
4421,"Kandiyohi, MN",61.4,05,7,10/21/2023
4422,"Kittson, MN",62.1,05,7,10/21/2023
4423,"Koochiching, MN",59.1,05,7,10/21/2023
4424,"Lac qui Parle, MN",62.2,05,7,10/21/2023
4425,"Lake, MN",52.2,05,7,10/21/2023
4426,"Lake of the Woods, MN",61.8,05,7,10/21/2023
4427,"Le Sueur, MN",60.5,05,7,10/21/2023
4428,"Lincoln, MN",61.2,05,7,10/21/2023
4429,"Lyon, MN",62.6,05,7,10/21/2023
4430,"Mahnomen, MN",60.7,05,7,10/21/2023
4431,"Marshall, MN",62.0,05,7,10/21/2023
4432,"Martin, MN",62.4,05,7,10/21/2023
4433,"McLeod, MN",61.0,05,7,10/21/2023
4434,"Meeker, MN",60.9,05,7,10/21/2023
4435,"Mille Lacs, MN",59.4,05,7,10/21/2023
4436,"Morrison, MN",59.8,05,7,10/21/2023
